"Time (UTC),""Belgium (BE) > Germany (DE) Day Ahead [MW]"",""Belgium (BE) > Germany (DE) Total [MW]"",""Germany (DE) > Belgium (BE) Day Ahead [MW]"",""Germany (DE) > Belgium (BE) Total [MW]"""
"28.06.2021 02:45 - 28.06.2021 03:00,""1000"",""1000"",""0"",""0"""
"28.06.2021 03:00 - 28.06.2021 03:15,""671"",""671"",""0"",""159"""
"28.06.2021 03:15 - 28.06.2021 03:30,""671"",""675"",""0"",""135"""
"28.06.2021 03:30 - 28.06.2021 03:45,""671"",""675"",""0"",""145"""
"28.06.2021 03:45 - 28.06.2021 04:00,""671"",""675"",""0"",""148"""
"28.06.2021 04:00 - 28.06.2021 04:15,""935"",""935"",""0"",""0"""
"28.06.2021 04:15 - 28.06.2021 04:30,""935"",""935"",""0"",""0"""
"28.06.2021 04:30 - 28.06.2021 04:45,""935"",""935"",""0"",""0"""
"28.06.2021 04:45 - 28.06.2021 05:00,""935"",""935"",""0"",""0"""
"28.06.2021 05:00 - 28.06.2021 05:15,""451"",""451"",""0"",""0"""
"28.06.2021 05:15 - 28.06.2021 05:30,""451"",""451"",""0"",""0"""
"28.06.2021 05:30 - 28.06.2021 05:45,""451"",""451"",""0"",""0"""
"28.06.2021 05:45 - 28.06.2021 06:00,""451"",""451"",""0"",""0"""
"28.06.2021 06:00 - 28.06.2021 06:15,""187"",""328"",""0"",""188"""
"28.06.2021 06:15 - 28.06.2021 06:30,""187"",""330"",""0"",""195"""
"28.06.2021 06:30 - 28.06.2021 06:45,""187"",""292"",""0"",""422"""
"28.06.2021 06:45 - 28.06.2021 07:00,""187"",""297"",""0"",""422"""
"28.06.2021 07:00 - 28.06.2021 07:15,""0"",""231"",""22"",""294"""
"28.06.2021 07:15 - 28.06.2021 07:30,""0"",""282"",""22"",""267"""
"28.06.2021 07:30 - 28.06.2021 07:45,""0"",""280"",""22"",""323"""
"28.06.2021 07:45 - 28.06.2021 08:00,""0"",""380"",""22"",""313"""
"28.06.2021 08:00 - 28.06.2021 08:15,""0"",""220"",""204"",""377"""
"28.06.2021 08:15 - 28.06.2021 08:30,""0"",""263"",""204"",""365"""
"28.06.2021 08:30 - 28.06.2021 08:45,""0"",""218"",""204"",""394"""
"28.06.2021 08:45 - 28.06.2021 09:00,""0"",""218"",""204"",""396"""
"28.06.2021 09:00 - 28.06.2021 09:15,""0"",""0"",""322"",""322"""
"28.06.2021 09:15 - 28.06.2021 09:30,""0"",""0"",""322"",""322"""
"28.06.2021 09:30 - 28.06.2021 09:45,""0"",""0"",""322"",""322"""
"28.06.2021 09:45 - 28.06.2021 10:00,""0"",""0"",""322"",""322"""
"28.06.2021 10:00 - 28.06.2021 10:15,""0"",""0"",""569"",""569"""
"28.06.2021 10:15 - 28.06.2021 10:30,""0"",""0"",""569"",""569"""
"28.06.2021 10:30 - 28.06.2021 10:45,""0"",""0"",""569"",""569"""
"28.06.2021 10:45 - 28.06.2021 11:00,""0"",""9"",""569"",""574"""
"28.06.2021 11:00 - 28.06.2021 11:15,""0"",""0"",""432"",""432"""
"28.06.2021 11:15 - 28.06.2021 11:30,""0"",""0"",""432"",""432"""
"28.06.2021 11:30 - 28.06.2021 11:45,""0"",""0"",""432"",""432"""
"28.06.2021 11:45 - 28.06.2021 12:00,""0"",""0"",""432"",""432"""
"28.06.2021 12:00 - 28.06.2021 12:15,""0"",""0"",""95"",""95"""
"28.06.2021 12:15 - 28.06.2021 12:30,""0"",""0"",""95"",""95"""
"28.06.2021 12:30 - 28.06.2021 12:45,""0"",""0"",""95"",""95"""
"28.06.2021 12:45 - 28.06.2021 13:00,""0"",""0"",""95"",""95"""
"28.06.2021 13:00 - 28.06.2021 13:15,""0"",""200"",""45"",""345"""
"28.06.2021 13:15 - 28.06.2021 13:30,""0"",""200"",""45"",""346"""
"28.06.2021 13:30 - 28.06.2021 13:45,""0"",""248"",""45"",""374"""
"28.06.2021 13:45 - 28.06.2021 14:00,""0"",""250"",""45"",""364"""
"28.06.2021 14:00 - 28.06.2021 14:15,""154"",""374"",""0"",""620"""
"28.06.2021 14:15 - 28.06.2021 14:30,""154"",""373"",""0"",""625"""
"28.06.2021 14:30 - 28.06.2021 14:45,""154"",""452"",""0"",""624"""
"28.06.2021 14:45 - 28.06.2021 15:00,""154"",""431"",""0"",""683"""
"28.06.2021 15:00 - 28.06.2021 15:15,""222"",""324"",""0"",""589"""
"28.06.2021 15:15 - 28.06.2021 15:30,""222"",""255"",""0"",""702"""
"28.06.2021 15:30 - 28.06.2021 15:45,""222"",""466"",""0"",""684"""
"28.06.2021 15:45 - 28.06.2021 16:00,""222"",""467"",""0"",""670"""
"28.06.2021 16:00 - 28.06.2021 16:15,""308"",""493"",""0"",""677"""
"28.06.2021 16:15 - 28.06.2021 16:30,""308"",""438"",""0"",""671"""
"28.06.2021 16:30 - 28.06.2021 16:45,""308"",""408"",""0"",""524"""
"28.06.2021 16:45 - 28.06.2021 17:00,""308"",""408"",""0"",""542"""
"28.06.2021 17:00 - 28.06.2021 17:15,""251"",""251"",""0"",""0"""
"28.06.2021 17:15 - 28.06.2021 17:30,""251"",""251"",""0"",""0"""
"28.06.2021 17:30 - 28.06.2021 17:45,""251"",""251"",""0"",""0"""
"28.06.2021 17:45 - 28.06.2021 18:00,""251"",""251"",""0"",""0"""
"28.06.2021 18:00 - 28.06.2021 18:15,""918"",""918"",""0"",""0"""
"28.06.2021 18:15 - 28.06.2021 18:30,""918"",""918"",""0"",""0"""
"28.06.2021 18:30 - 28.06.2021 18:45,""918"",""918"",""0"",""0"""
"28.06.2021 18:45 - 28.06.2021 19:00,""918"",""918"",""0"",""0"""
"28.06.2021 19:00 - 28.06.2021 19:15,""637"",""637"",""0"",""0"""
"28.06.2021 19:15 - 28.06.2021 19:30,""637"",""637"",""0"",""0"""
"28.06.2021 19:30 - 28.06.2021 19:45,""637"",""637"",""0"",""0"""
"28.06.2021 19:45 - 28.06.2021 20:00,""637"",""637"",""0"",""0"""
"28.06.2021 20:00 - 28.06.2021 20:15,""0"",""87"",""64"",""363"""
"28.06.2021 20:15 - 28.06.2021 20:30,""0"",""87"",""64"",""373"""
"28.06.2021 20:30 - 28.06.2021 20:45,""0"",""23"",""64"",""421"""
"28.06.2021 20:45 - 28.06.2021 21:00,""0"",""38"",""64"",""411"""
"28.06.2021 21:00 - 28.06.2021 21:15,""0"",""232"",""204"",""479"""
"28.06.2021 21:15 - 28.06.2021 21:30,""0"",""236"",""204"",""451"""
"28.06.2021 21:30 - 28.06.2021 21:45,""0"",""139"",""204"",""502"""
"28.06.2021 21:45 - 28.06.2021 22:00,""0"",""275"",""204"",""500"""
"28.06.2021 22:00 - 28.06.2021 22:15,""0"",""0"",""179"",""495"""
"28.06.2021 22:15 - 28.06.2021 22:30,""0"",""0"",""179"",""495"""
"28.06.2021 22:30 - 28.06.2021 22:45,""0"",""0"",""179"",""486"""
"28.06.2021 22:45 - 28.06.2021 23:00,""0"",""0"",""179"",""471"""
"28.06.2021 23:00 - 28.06.2021 23:15,""63"",""63"",""0"",""350"""
"28.06.2021 23:15 - 28.06.2021 23:30,""63"",""63"",""0"",""322"""
"28.06.2021 23:30 - 28.06.2021 23:45,""63"",""63"",""0"",""303"""
"28.06.2021 23:45 - 29.06.2021 00:00,""63"",""63"",""0"",""265"""
"29.06.2021 00:00 - 29.06.2021 00:15,""161"",""161"",""0"",""268"""
"29.06.2021 00:15 - 29.06.2021 00:30,""161"",""161"",""0"",""264"""
"29.06.2021 00:30 - 29.06.2021 00:45,""161"",""161"",""0"",""259"""
"29.06.2021 00:45 - 29.06.2021 01:00,""161"",""161"",""0"",""250"""
"29.06.2021 01:00 - 29.06.2021 01:15,""307"",""307"",""0"",""344"""
"29.06.2021 01:15 - 29.06.2021 01:30,""307"",""307"",""0"",""344"""
"29.06.2021 01:30 - 29.06.2021 01:45,""307"",""307"",""0"",""344"""
"29.06.2021 01:45 - 29.06.2021 02:00,""307"",""307"",""0"",""331"""
"29.06.2021 02:00 - 29.06.2021 02:15,""331"",""335"",""0"",""368"""
"29.06.2021 02:15 - 29.06.2021 02:30,""331"",""331"",""0"",""370"""
"29.06.2021 02:30 - 29.06.2021 02:45,""331"",""331"",""0"",""375"""
"29.06.2021 02:45 - 29.06.2021 03:00,""331"",""331"",""0"",""391"""
"29.06.2021 03:00 - 29.06.2021 03:15,""295"",""347"",""0"",""388"""
"29.06.2021 03:15 - 29.06.2021 03:30,""295"",""357"",""0"",""385"""
"29.06.2021 03:30 - 29.06.2021 03:45,""295"",""377"",""0"",""384"""
"29.06.2021 03:45 - 29.06.2021 04:00,""295"",""359"",""0"",""381"""
"29.06.2021 04:00 - 29.06.2021 04:15,""1000"",""1007"",""0"",""12"""
"29.06.2021 04:15 - 29.06.2021 04:30,""1000"",""1013"",""0"",""13"""
"29.06.2021 04:30 - 29.06.2021 04:45,""1000"",""1013"",""0"",""16"""
"29.06.2021 04:45 - 29.06.2021 05:00,""1000"",""1000"",""0"",""54"""
"29.06.2021 05:00 - 29.06.2021 05:15,""1000"",""1000"",""0"",""43"""
"29.06.2021 05:15 - 29.06.2021 05:30,""1000"",""1000"",""0"",""47"""
"29.06.2021 05:30 - 29.06.2021 05:45,""1000"",""1000"",""0"",""65"""
"29.06.2021 05:45 - 29.06.2021 06:00,""1000"",""1001"",""0"",""103"""
"29.06.2021 06:00 - 29.06.2021 06:15,""1000"",""1000"",""0"",""15"""
"29.06.2021 06:15 - 29.06.2021 06:30,""1000"",""1000"",""0"",""44"""
"29.06.2021 06:30 - 29.06.2021 06:45,""1000"",""1000"",""0"",""37"""
"29.06.2021 06:45 - 29.06.2021 07:00,""1000"",""1000"",""0"",""37"""
"29.06.2021 07:00 - 29.06.2021 07:15,""940"",""1007"",""0"",""138"""
"29.06.2021 07:15 - 29.06.2021 07:30,""940"",""1027"",""0"",""112"""
"29.06.2021 07:30 - 29.06.2021 07:45,""940"",""1021"",""0"",""110"""
"29.06.2021 07:45 - 29.06.2021 08:00,""940"",""1053"",""0"",""114"""
"29.06.2021 08:00 - 29.06.2021 08:15,""208"",""721"",""0"",""533"""
"29.06.2021 08:15 - 29.06.2021 08:30,""208"",""717"",""0"",""520"""
"29.06.2021 08:30 - 29.06.2021 08:45,""208"",""768"",""0"",""521"""
"29.06.2021 08:45 - 29.06.2021 09:00,""208"",""763"",""0"",""517"""
"29.06.2021 09:00 - 29.06.2021 09:15,""180"",""342"",""0"",""450"""
"29.06.2021 09:15 - 29.06.2021 09:30,""180"",""373"",""0"",""448"""
"29.06.2021 09:30 - 29.06.2021 09:45,""180"",""426"",""0"",""447"""
"29.06.2021 09:45 - 29.06.2021 10:00,""180"",""439"",""0"",""447"""
"29.06.2021 10:00 - 29.06.2021 10:15,""110"",""232"",""0"",""292"""
"29.06.2021 10:15 - 29.06.2021 10:30,""110"",""260"",""0"",""246"""
"29.06.2021 10:30 - 29.06.2021 10:45,""110"",""302"",""0"",""245"""
"29.06.2021 10:45 - 29.06.2021 11:00,""110"",""328"",""0"",""244"""
"29.06.2021 11:00 - 29.06.2021 11:15,""127"",""127"",""0"",""0"""
"29.06.2021 11:15 - 29.06.2021 11:30,""127"",""127"",""0"",""0"""
"29.06.2021 11:30 - 29.06.2021 11:45,""127"",""127"",""0"",""0"""
"29.06.2021 11:45 - 29.06.2021 12:00,""127"",""127"",""0"",""0"""
"29.06.2021 12:00 - 29.06.2021 12:15,""164"",""164"",""0"",""0"""
"29.06.2021 12:15 - 29.06.2021 12:30,""164"",""164"",""0"",""0"""
"29.06.2021 12:30 - 29.06.2021 12:45,""164"",""164"",""0"",""0"""
"29.06.2021 12:45 - 29.06.2021 13:00,""164"",""164"",""0"",""0"""
"29.06.2021 13:00 - 29.06.2021 13:15,""313"",""420"",""0"",""102"""
"29.06.2021 13:15 - 29.06.2021 13:30,""313"",""436"",""0"",""120"""
"29.06.2021 13:30 - 29.06.2021 13:45,""313"",""396"",""0"",""145"""
"29.06.2021 13:45 - 29.06.2021 14:00,""313"",""394"",""0"",""167"""
"29.06.2021 14:00 - 29.06.2021 14:15,""451"",""629"",""0"",""158"""
"29.06.2021 14:15 - 29.06.2021 14:30,""451"",""630"",""0"",""159"""
"29.06.2021 14:30 - 29.06.2021 14:45,""451"",""630"",""0"",""159"""
"29.06.2021 14:45 - 29.06.2021 15:00,""451"",""632"",""0"",""174"""
"29.06.2021 15:00 - 29.06.2021 15:15,""694"",""836"",""0"",""143"""
"29.06.2021 15:15 - 29.06.2021 15:30,""694"",""842"",""0"",""153"""
"29.06.2021 15:30 - 29.06.2021 15:45,""694"",""859"",""0"",""166"""
"29.06.2021 15:45 - 29.06.2021 16:00,""694"",""839"",""0"",""195"""
"29.06.2021 16:00 - 29.06.2021 16:15,""1000"",""1000"",""0"",""0"""
"29.06.2021 16:15 - 29.06.2021 16:30,""1000"",""1000"",""0"",""4"""
"29.06.2021 16:30 - 29.06.2021 16:45,""1000"",""1000"",""0"",""0"""
"29.06.2021 16:45 - 29.06.2021 17:00,""1000"",""1023"",""0"",""23"""
"29.06.2021 17:00 - 29.06.2021 17:15,""975"",""977"",""0"",""2"""
"29.06.2021 17:15 - 29.06.2021 17:30,""975"",""976"",""0"",""1"""
"29.06.2021 17:30 - 29.06.2021 17:45,""975"",""975"",""0"",""0"""
"29.06.2021 17:45 - 29.06.2021 18:00,""975"",""982"",""0"",""9"""
"29.06.2021 18:00 - 29.06.2021 18:15,""949"",""953"",""0"",""31"""
"29.06.2021 18:15 - 29.06.2021 18:30,""949"",""950"",""0"",""23"""
"29.06.2021 18:30 - 29.06.2021 18:45,""949"",""949"",""0"",""16"""
"29.06.2021 18:45 - 29.06.2021 19:00,""949"",""949"",""0"",""1"""
"29.06.2021 19:00 - 29.06.2021 19:15,""964"",""972"",""0"",""16"""
"29.06.2021 19:15 - 29.06.2021 19:30,""964"",""970"",""0"",""8"""
"29.06.2021 19:30 - 29.06.2021 19:45,""964"",""967"",""0"",""8"""
"29.06.2021 19:45 - 29.06.2021 20:00,""964"",""970"",""0"",""7"""
"29.06.2021 20:00 - 29.06.2021 20:15,""278"",""808"",""0"",""247"""
"29.06.2021 20:15 - 29.06.2021 20:30,""278"",""808"",""0"",""249"""
"29.06.2021 20:30 - 29.06.2021 20:45,""278"",""793"",""0"",""259"""
"29.06.2021 20:45 - 29.06.2021 21:00,""278"",""793"",""0"",""243"""
"29.06.2021 21:00 - 29.06.2021 21:15,""168"",""421"",""0"",""558"""
"29.06.2021 21:15 - 29.06.2021 21:30,""168"",""403"",""0"",""460"""
"29.06.2021 21:30 - 29.06.2021 21:45,""168"",""523"",""0"",""444"""
"29.06.2021 21:45 - 29.06.2021 22:00,""168"",""509"",""0"",""434"""
"29.06.2021 22:00 - 29.06.2021 22:15,""82"",""82"",""0"",""14"""
"29.06.2021 22:15 - 29.06.2021 22:30,""82"",""84"",""0"",""5"""
"29.06.2021 22:30 - 29.06.2021 22:45,""82"",""97"",""0"",""4"""
"29.06.2021 22:45 - 29.06.2021 23:00,""82"",""114"",""0"",""4"""
"29.06.2021 23:00 - 29.06.2021 23:15,""247"",""247"",""0"",""170"""
"29.06.2021 23:15 - 29.06.2021 23:30,""247"",""250"",""0"",""152"""
"29.06.2021 23:30 - 29.06.2021 23:45,""247"",""247"",""0"",""140"""
"29.06.2021 23:45 - 30.06.2021 00:00,""247"",""250"",""0"",""117"""
"30.06.2021 00:00 - 30.06.2021 00:15,""387"",""387"",""0"",""144"""
"30.06.2021 00:15 - 30.06.2021 00:30,""387"",""387"",""0"",""117"""
"30.06.2021 00:30 - 30.06.2021 00:45,""387"",""387"",""0"",""143"""
"30.06.2021 00:45 - 30.06.2021 01:00,""387"",""387"",""0"",""133"""
"30.06.2021 01:00 - 30.06.2021 01:15,""492"",""513"",""0"",""323"""
"30.06.2021 01:15 - 30.06.2021 01:30,""492"",""510"",""0"",""319"""
"30.06.2021 01:30 - 30.06.2021 01:45,""492"",""510"",""0"",""317"""
"30.06.2021 01:45 - 30.06.2021 02:00,""492"",""510"",""0"",""305"""
"30.06.2021 02:00 - 30.06.2021 02:15,""593"",""644"",""0"",""298"""
"30.06.2021 02:15 - 30.06.2021 02:30,""593"",""644"",""0"",""301"""
"30.06.2021 02:30 - 30.06.2021 02:45,""593"",""644"",""0"",""304"""
"30.06.2021 02:45 - 30.06.2021 03:00,""593"",""638"",""0"",""344"""
"30.06.2021 03:00 - 30.06.2021 03:15,""628"",""949"",""0"",""243"""
"30.06.2021 03:15 - 30.06.2021 03:30,""628"",""955"",""0"",""230"""
"30.06.2021 03:30 - 30.06.2021 03:45,""628"",""951"",""0"",""234"""
"30.06.2021 03:45 - 30.06.2021 04:00,""628"",""970"",""0"",""231"""
"30.06.2021 04:00 - 30.06.2021 04:15,""890"",""1124"",""0"",""134"""
"30.06.2021 04:15 - 30.06.2021 04:30,""890"",""1076"",""0"",""99"""
"30.06.2021 04:30 - 30.06.2021 04:45,""890"",""1102"",""0"",""124"""
"30.06.2021 04:45 - 30.06.2021 05:00,""890"",""1050"",""0"",""132"""
"30.06.2021 05:00 - 30.06.2021 05:15,""762"",""762"",""0"",""11"""
"30.06.2021 05:15 - 30.06.2021 05:30,""762"",""762"",""0"",""11"""
"30.06.2021 05:30 - 30.06.2021 05:45,""762"",""762"",""0"",""34"""
"30.06.2021 05:45 - 30.06.2021 06:00,""762"",""763"",""0"",""41"""
"30.06.2021 06:00 - 30.06.2021 06:15,""824"",""824"",""0"",""0"""
"30.06.2021 06:15 - 30.06.2021 06:30,""824"",""824"",""0"",""0"""
"30.06.2021 06:30 - 30.06.2021 06:45,""824"",""824"",""0"",""0"""
"30.06.2021 06:45 - 30.06.2021 07:00,""824"",""824"",""0"",""0"""
"30.06.2021 07:00 - 30.06.2021 07:15,""912"",""912"",""0"",""0"""
"30.06.2021 07:15 - 30.06.2021 07:30,""912"",""912"",""0"",""0"""
"30.06.2021 07:30 - 30.06.2021 07:45,""912"",""912"",""0"",""0"""
"30.06.2021 07:45 - 30.06.2021 08:00,""912"",""912"",""0"",""0"""
"30.06.2021 08:00 - 30.06.2021 08:15,""465"",""575"",""0"",""110"""
"30.06.2021 08:15 - 30.06.2021 08:30,""465"",""575"",""0"",""70"""
"30.06.2021 08:30 - 30.06.2021 08:45,""465"",""580"",""0"",""78"""
"30.06.2021 08:45 - 30.06.2021 09:00,""465"",""579"",""0"",""71"""
"30.06.2021 09:00 - 30.06.2021 09:15,""460"",""747"",""0"",""252"""
"30.06.2021 09:15 - 30.06.2021 09:30,""460"",""745"",""0"",""259"""
"30.06.2021 09:30 - 30.06.2021 09:45,""460"",""754"",""0"",""257"""
"30.06.2021 09:45 - 30.06.2021 10:00,""460"",""746"",""0"",""248"""
"30.06.2021 10:00 - 30.06.2021 10:15,""455"",""455"",""0"",""0"""
"30.06.2021 10:15 - 30.06.2021 10:30,""455"",""455"",""0"",""0"""
"30.06.2021 10:30 - 30.06.2021 10:45,""455"",""455"",""0"",""0"""
"30.06.2021 10:45 - 30.06.2021 11:00,""455"",""455"",""0"",""0"""
"30.06.2021 11:00 - 30.06.2021 11:15,""231"",""629"",""0"",""306"""
"30.06.2021 11:15 - 30.06.2021 11:30,""231"",""633"",""0"",""300"""
"30.06.2021 11:30 - 30.06.2021 11:45,""231"",""637"",""0"",""296"""
"30.06.2021 11:45 - 30.06.2021 12:00,""231"",""678"",""0"",""292"""
"30.06.2021 12:00 - 30.06.2021 12:15,""221"",""541"",""0"",""540"""
"30.06.2021 12:15 - 30.06.2021 12:30,""221"",""552"",""0"",""518"""
"30.06.2021 12:30 - 30.06.2021 12:45,""221"",""557"",""0"",""516"""
"30.06.2021 12:45 - 30.06.2021 13:00,""221"",""559"",""0"",""511"""
"30.06.2021 13:00 - 30.06.2021 13:15,""293"",""705"",""0"",""276"""
"30.06.2021 13:15 - 30.06.2021 13:30,""293"",""710"",""0"",""286"""
"30.06.2021 13:30 - 30.06.2021 13:45,""293"",""711"",""0"",""272"""
"30.06.2021 13:45 - 30.06.2021 14:00,""293"",""721"",""0"",""291"""
"30.06.2021 14:00 - 30.06.2021 14:15,""337"",""601"",""0"",""292"""
"30.06.2021 14:15 - 30.06.2021 14:30,""337"",""609"",""0"",""302"""
"30.06.2021 14:30 - 30.06.2021 14:45,""337"",""603"",""0"",""319"""
"30.06.2021 14:45 - 30.06.2021 15:00,""337"",""599"",""0"",""333"""
"30.06.2021 15:00 - 30.06.2021 15:15,""1000"",""1093"",""0"",""334"""
"30.06.2021 15:15 - 30.06.2021 15:30,""1000"",""1062"",""0"",""365"""
"30.06.2021 15:30 - 30.06.2021 15:45,""1000"",""1032"",""0"",""407"""
"30.06.2021 15:45 - 30.06.2021 16:00,""1000"",""1042"",""0"",""460"""
"30.06.2021 16:00 - 30.06.2021 16:15,""896"",""1129"",""0"",""176"""
"30.06.2021 16:15 - 30.06.2021 16:30,""896"",""1116"",""0"",""151"""
"30.06.2021 16:30 - 30.06.2021 16:45,""896"",""1101"",""0"",""183"""
"30.06.2021 16:45 - 30.06.2021 17:00,""896"",""1082"",""0"",""178"""
"30.06.2021 17:00 - 30.06.2021 17:15,""572"",""583"",""0"",""398"""
"30.06.2021 17:15 - 30.06.2021 17:30,""572"",""582"",""0"",""420"""
"30.06.2021 17:30 - 30.06.2021 17:45,""572"",""586"",""0"",""451"""
"30.06.2021 17:45 - 30.06.2021 18:00,""572"",""583"",""0"",""455"""
"30.06.2021 18:00 - 30.06.2021 18:15,""220"",""510"",""0"",""545"""
"30.06.2021 18:15 - 30.06.2021 18:30,""220"",""510"",""0"",""522"""
"30.06.2021 18:30 - 30.06.2021 18:45,""220"",""552"",""0"",""541"""
"30.06.2021 18:45 - 30.06.2021 19:00,""220"",""578"",""0"",""532"""
"30.06.2021 19:00 - 30.06.2021 19:15,""168"",""307"",""0"",""766"""
"30.06.2021 19:15 - 30.06.2021 19:30,""168"",""304"",""0"",""764"""
"30.06.2021 19:30 - 30.06.2021 19:45,""168"",""302"",""0"",""762"""
"30.06.2021 19:45 - 30.06.2021 20:00,""168"",""316"",""0"",""762"""
"30.06.2021 20:00 - 30.06.2021 20:15,""0"",""34"",""113"",""496"""
"30.06.2021 20:15 - 30.06.2021 20:30,""0"",""15"",""113"",""490"""
"30.06.2021 20:30 - 30.06.2021 20:45,""0"",""22"",""113"",""503"""
"30.06.2021 20:45 - 30.06.2021 21:00,""0"",""28"",""113"",""449"""
"30.06.2021 21:00 - 30.06.2021 21:15,""0"",""64"",""320"",""545"""
"30.06.2021 21:15 - 30.06.2021 21:30,""0"",""81"",""320"",""562"""
"30.06.2021 21:30 - 30.06.2021 21:45,""0"",""128"",""320"",""520"""
"30.06.2021 21:45 - 30.06.2021 22:00,""0"",""153"",""320"",""494"""
"30.06.2021 22:00 - 30.06.2021 22:15,""0"",""0"",""310"",""352"""
"30.06.2021 22:15 - 30.06.2021 22:30,""0"",""0"",""310"",""385"""
"30.06.2021 22:30 - 30.06.2021 22:45,""0"",""0"",""310"",""385"""
"30.06.2021 22:45 - 30.06.2021 23:00,""0"",""0"",""310"",""385"""
"30.06.2021 23:00 - 30.06.2021 23:15,""0"",""0"",""176"",""262"""
"30.06.2021 23:15 - 30.06.2021 23:30,""0"",""0"",""176"",""258"""
"30.06.2021 23:30 - 30.06.2021 23:45,""0"",""0"",""176"",""244"""
"30.06.2021 23:45 - 01.07.2021 00:00,""0"",""0"",""176"",""242"""
"01.07.2021 00:00 - 01.07.2021 00:15,""0"",""59"",""83"",""591"""
"01.07.2021 00:15 - 01.07.2021 00:30,""0"",""59"",""83"",""581"""
"01.07.2021 00:30 - 01.07.2021 00:45,""0"",""59"",""83"",""584"""
"01.07.2021 00:45 - 01.07.2021 01:00,""0"",""59"",""83"",""586"""
"01.07.2021 01:00 - 01.07.2021 01:15,""98"",""98"",""0"",""120"""
"01.07.2021 01:15 - 01.07.2021 01:30,""98"",""98"",""0"",""111"""
"01.07.2021 01:30 - 01.07.2021 01:45,""98"",""98"",""0"",""115"""
"01.07.2021 01:45 - 01.07.2021 02:00,""98"",""98"",""0"",""110"""
"01.07.2021 02:00 - 01.07.2021 02:15,""111"",""114"",""0"",""235"""
"01.07.2021 02:15 - 01.07.2021 02:30,""111"",""115"",""0"",""232"""
"01.07.2021 02:30 - 01.07.2021 02:45,""111"",""113"",""0"",""230"""
"01.07.2021 02:45 - 01.07.2021 03:00,""111"",""113"",""0"",""243"""
"01.07.2021 03:00 - 01.07.2021 03:15,""109"",""131"",""0"",""125"""
"01.07.2021 03:15 - 01.07.2021 03:30,""109"",""126"",""0"",""108"""
"01.07.2021 03:30 - 01.07.2021 03:45,""109"",""126"",""0"",""107"""
"01.07.2021 03:45 - 01.07.2021 04:00,""109"",""129"",""0"",""142"""
"01.07.2021 04:00 - 01.07.2021 04:15,""129"",""208"",""0"",""97"""
"01.07.2021 04:15 - 01.07.2021 04:30,""129"",""182"",""0"",""112"""
"01.07.2021 04:30 - 01.07.2021 04:45,""129"",""194"",""0"",""144"""
"01.07.2021 04:45 - 01.07.2021 05:00,""129"",""203"",""0"",""232"""
"01.07.2021 05:00 - 01.07.2021 05:15,""109"",""215"",""0"",""184"""
"01.07.2021 05:15 - 01.07.2021 05:30,""109"",""157"",""0"",""240"""
"01.07.2021 05:30 - 01.07.2021 05:45,""109"",""140"",""0"",""316"""
"01.07.2021 05:45 - 01.07.2021 06:00,""109"",""136"",""0"",""384"""
"01.07.2021 06:00 - 01.07.2021 06:15,""1000"",""1056"",""0"",""348"""
"01.07.2021 06:15 - 01.07.2021 06:30,""1000"",""1048"",""0"",""358"""
"01.07.2021 06:30 - 01.07.2021 06:45,""1000"",""1042"",""0"",""371"""
"01.07.2021 06:45 - 01.07.2021 07:00,""1000"",""1039"",""0"",""370"""
"01.07.2021 07:00 - 01.07.2021 07:15,""972"",""988"",""0"",""814"""
"01.07.2021 07:15 - 01.07.2021 07:30,""972"",""1000"",""0"",""788"""
"01.07.2021 07:30 - 01.07.2021 07:45,""972"",""1001"",""0"",""781"""
"01.07.2021 07:45 - 01.07.2021 08:00,""972"",""1001"",""0"",""790"""
"01.07.2021 08:00 - 01.07.2021 08:15,""987"",""1039"",""0"",""534"""
"01.07.2021 08:15 - 01.07.2021 08:30,""987"",""1044"",""0"",""515"""
"01.07.2021 08:30 - 01.07.2021 08:45,""987"",""1061"",""0"",""502"""
"01.07.2021 08:45 - 01.07.2021 09:00,""987"",""1064"",""0"",""475"""
"01.07.2021 09:00 - 01.07.2021 09:15,""982"",""1064"",""0"",""311"""
"01.07.2021 09:15 - 01.07.2021 09:30,""982"",""1055"",""0"",""293"""
"01.07.2021 09:30 - 01.07.2021 09:45,""982"",""1062"",""0"",""288"""
"01.07.2021 09:45 - 01.07.2021 10:00,""982"",""1062"",""0"",""288"""
"01.07.2021 10:00 - 01.07.2021 10:15,""804"",""949"",""0"",""655"""
"01.07.2021 10:15 - 01.07.2021 10:30,""804"",""958"",""0"",""568"""
"01.07.2021 10:30 - 01.07.2021 10:45,""804"",""984"",""0"",""554"""
"01.07.2021 10:45 - 01.07.2021 11:00,""804"",""977"",""0"",""541"""
"01.07.2021 11:00 - 01.07.2021 11:15,""299"",""527"",""0"",""972"""
"01.07.2021 11:15 - 01.07.2021 11:30,""299"",""524"",""0"",""934"""
"01.07.2021 11:30 - 01.07.2021 11:45,""299"",""535"",""0"",""925"""
"01.07.2021 11:45 - 01.07.2021 12:00,""299"",""544"",""0"",""906"""
"01.07.2021 12:00 - 01.07.2021 12:15,""344"",""503"",""0"",""952"""
"01.07.2021 12:15 - 01.07.2021 12:30,""344"",""503"",""0"",""946"""
"01.07.2021 12:30 - 01.07.2021 12:45,""344"",""502"",""0"",""937"""
